"rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
136997260,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",2,NA,1.7891743183136,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136770270,"C (Crime prevention and security)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",3,NA,1.12519788742065,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Not at all worried","Fairly worried","Not very worried",0.648021221160889,"Victim of crime","Not very common","Not at all common","Not very common",NA
136890270,"C (Crime prevention and security)","Female","10 years but less than 20 years","Yes","No","Rent it","Cohabiting","35-44","White","O level/GCSE","Urban",1,NA,0.648966252803802,NA,NA,NA,NA,"Very worried","Very worried",NA,NA,"Very worried","Very worried","Very worried",2.90235924720764,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147380040,"D (Online Security)","Female","5 years but less than 10 years",NA,"No","Rent it","Single","35-44","Black or Black British","Apprenticeship or A/AS level","Urban",1,NA,1.55265617370605,"E. Drugs","Very unsafe","A bit unsafe","Very unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
136850230,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","75+","White","None","Urban",2,NA,1.49299740791321,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Not very worried","Fairly worried","Not very worried",0.916086614131927,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136031040,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Other","Urban",5,NA,0.730885446071625,"D. Lack of discipline from parents","Very unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136477010,"A (Experiences of the police)","Female","Less than 12 months","No","Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",3,NA,1.00522565841675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",0.314483970403671
147458080,"D (Online Security)","Female","5 years but less than 10 years",NA,"No","Rent it","Married/Civil Partnered","65-74","White","None","Rural",5,NA,0.916022598743439,"E. Drugs","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136259030,"C (Crime prevention and security)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Divorced","45-54","White","Degree or diploma","Urban",2,NA,0.328090012073517,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Not a victim of crime","Not very common","Not very common","Not very common",NA
137070040,"D (Online Security)","Male","2 years but less than 3 years",NA,"No","Own it outright","Married/Civil Partnered","45-54","White","O level/GCSE","Rural",1,NA,1.2281653881073,"D. Lack of discipline from parents","Very safe","A bit unsafe",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Fairly common",NA
135596040,"D (Online Security)","Male","2 years but less than 3 years",NA,"No","Rent it","Single","16-24","White","Apprenticeship or A/AS level","Urban",2,NA,0.68906170129776,"B. Poverty","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
136385090,"A (Experiences of the police)","Female","3 years but less than 5 years",NA,"Yes","Rent it","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",3,NA,0.872278928756714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.0351976864039898
136014200,"D (Online Security)","Female","20 years or longer",NA,"No","Rent it","Separate","55-64","White","None","Urban",1,NA,0.640076756477356,"E. Drugs","A bit unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Very common","Very common","Very common",NA
137047010,"A (Experiences of the police)","Male","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","Apprenticeship or A/AS level","Urban",3,NA,0.99979031085968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",-1.21526670455933
135471170,"A (Experiences of the police)","Female","3 years but less than 5 years","Yes","Yes","Rent it","Married/Civil Partnered","25-34","White","O level/GCSE","Urban",5,NA,0.684247374534607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-1.21526670455933
137107080,"D (Online Security)","Female","10 years but less than 20 years",NA,"No","Rent it","Married/Civil Partnered","35-44","Asian or Asian British","O level/GCSE","Urban",2,NA,1.26274061203003,"F. Alcohol","Very unsafe","Very unsafe","Very unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136446120,"D (Online Security)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","O level/GCSE","Urban",3,NA,1.02712857723236,"Spontaneous: None of these","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
136631010,"A (Experiences of the police)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Apprenticeship or A/AS level","Urban",5,NA,1.30879127979279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",-0.998238801956177
136572060,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",3,NA,1.23501861095428,NA,NA,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",NA
136933040,"D (Online Security)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","None","Urban",3,NA,1.52518701553345,"E. Drugs","A bit unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137157160,"D (Online Security)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",3,NA,0.643340528011322,"B. Poverty","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136673160,"D (Online Security)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","Degree or diploma","Rural",NA,5,0.551559746265411,"Spontaneous: None of these","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147502040,"D (Online Security)","Female","3 years but less than 5 years",NA,"No","Own it outright","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",NA,2,0.584127306938171,"B. Poverty","Fairly safe","Fairly safe","A bit unsafe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
135260210,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","45-54","White","Degree or diploma","Urban",4,NA,0.520379066467285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.427352368831635
136694030,"C (Crime prevention and security)","Male","Less than 12 months","No","Yes","Rent it","Single","16-24","White","Apprenticeship or A/AS level","Urban",2,NA,0.851550400257111,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Not a victim of crime","Fairly common","Fairly common","Fairly common",NA
136622010,"A (Experiences of the police)","Female","20 years or longer","No","Yes","Rent it","Single","16-24","White","Apprenticeship or A/AS level","Urban",2,NA,0.717942655086517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not very common","Fairly common",0.535688698291779
136762200,"D (Online Security)","Female","Less than 12 months","No","Yes","Rent it","Single","35-44","White","Degree or diploma","Urban",3,NA,0.333475023508072,"J. The economy in general","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
136260220,"B (Attitudes to the CJS)","Male","3 years but less than 5 years",NA,"Yes","Rent it","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",3,NA,0.957044064998627,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136432170,"A (Experiences of the police)","Male","20 years or longer",NA,"No","Buying it with the help of a mortgage or loan","Cohabiting","65-74","White","Apprenticeship or A/AS level","Urban",1,NA,1.17812156677246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",1.23110973834991
136573120,"D (Online Security)","Female","20 years or longer","Yes","No","Rent it","Single","25-34","White","O level/GCSE","Urban",2,NA,0.670666694641113,"B. Poverty","A bit unsafe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Fairly common","Not at all common","Not at all common",NA
147587230,"C (Crime prevention and security)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","55-64","White","O level/GCSE","Urban",4,NA,0.605922341346741,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137117340,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Single","16-24","White","Degree or diploma","Urban",5,NA,2.38216233253479,NA,NA,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136674020,"B (Attitudes to the CJS)","Male","Less than 12 months","No","Yes","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","Apprenticeship or A/AS level","Rural",NA,3,0.696472644805908,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
136819130,"A (Experiences of the police)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Separate","45-54","White","Degree or diploma","Rural",NA,5,0.489296406507492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136603010,"A (Experiences of the police)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","None","Urban",1,NA,0.503526628017426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",-1.21526670455933
147249260,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","Degree or diploma","Urban",3,NA,1.07924056053162,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136341010,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Degree or diploma","Urban",3,NA,0.415958344936371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",NA
137033100,"B (Attitudes to the CJS)","Male","20 years or longer","No","Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Apprenticeship or A/AS level","Urban",2,NA,1.88053143024445,NA,NA,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",NA
136871120,"D (Online Security)","Male","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Apprenticeship or A/AS level","Urban",2,NA,0.423705577850342,"G. Unemployment","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136394100,"B (Attitudes to the CJS)","Female","3 years but less than 5 years",NA,"No","Rent it","Separate","45-54","White","None","Urban",2,NA,0.515807449817657,NA,NA,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
135397160,"D (Online Security)","Male","10 years but less than 20 years",NA,"No","Rent it","Divorced","45-54","White","Apprenticeship or A/AS level","Urban",1,NA,0.636910736560822,"E. Drugs","Very unsafe","A bit unsafe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Fairly common","Fairly common","Very common",NA
135512290,"A (Experiences of the police)","Male","2 years but less than 3 years",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","Black or Black British","Degree or diploma","Urban",3,NA,1.16491806507111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",-1.21526670455933
